,Ticker,Volatility,LastPrice
0,A,0.12404966299528761,138.92999267578125
1,AA,0.25498852526915156,47.900001525878906
2,AAC,0.010612547267510031,10.279999732971191
3,AACG,0.40420128555862,2.4700000286102295
4,AACI,0.07320749165305107,10.039999961853027
5,AADI,0.23501880856332524,8.220000267028809
6,AAIC,0.07946223595486816,2.930000066757202
7,AAL,0.19840696501452268,15.880000114440918
8,AAMC,0.40695703015415596,58.97999954223633
9,AAME,0.2526331096887193,2.4149999618530273
10,AAN,0.2502889944519408,11.510000228881836
11,AAOI,0.36314663035076095,2.809999942779541
12,AAON,0.17770895154821303,92.16999816894531
13,AAP,0.12136304016461752,129.8300018310547
14,AAPL,0.13973369606956465,150.58999633789062
15,AAT,0.1288326211073003,21.3799991607666
16,AAU,0.20243205682581683,0.19439999759197235
17,AAWW,0.020695242391823018,100.27999877929688
18,ABB,0.10923396225751118,33.93000030517578
19,ABBV,0.08716772081552937,147.35000610351562
20,ABC,0.08825986036775887,150.0
21,ABCB,0.1433475700044153,42.43000030517578
22,ABCL,0.23202897656915142,7.869999885559082
23,ABCM,0.2728690360675236,14.819999694824219
24,ABEO,0.3893361469346784,2.859999895095825
25,ABEV,0.1304814379845753,2.619999885559082
26,ABG,0.19347580171262496,234.74000549316406
27,ABGI,0.0077093163782810375,10.1899995803833
28,ABIO,0.1387555907178192,2.1600000858306885
29,ABM,0.11108935069250421,46.13999938964844
30,ABNB,0.2531289570052575,119.83999633789062
31,ABOS,0.39933210007173453,5.28000020980835
32,ABR,0.12314667845922772,14.109999656677246
33,ABSI,0.47801160066577214,2.0
34,ABST,0.2504235933663394,8.140000343322754
35,ABT,0.0972297227509064,97.8499984741211
36,ABUS,0.2523958748763984,2.8299999237060547
37,ABVC,0.6471852772324347,0.6399999856948853
38,AC,0.1691433231646179,36.0099983215332
39,ACA,0.16184179483744482,59.68000030517578
40,ACAC,0.020676434243624947,10.479999542236328
41,ACAD,0.1908627248169491,20.510000228881836
42,ACAH,0.010484303444034546,10.119999885559082
43,ACAX,0.016011813188952142,10.300000190734863
44,ACB,0.294850620463635,0.8030999898910522
45,ACBA,0.05440536522623515,10.800000190734863
46,ACCD,0.4257662435935065,12.079999923706055
47,ACCO,0.18208784966746488,5.300000190734863
48,ACDC,0.32539176325108043,18.790000915527344
49,ACDI,0.006031028324274249,10.38
50,ACEL,0.15756218112303857,8.949999809265137
51,ACER,0.5664226028009908,1.7000000476837158
52,ACET,0.32202605256992445,7.440000057220459
53,ACGL,0.09651996639487978,68.37999725341797
54,ACHC,0.14931536801823905,69.98999786376953
55,ACHL,0.3792658686990306,0.9950000047683716
56,ACHR,0.3633777152860972,2.8299999237060547
57,ACHV,0.41213784292468775,4.949999809265137
58,ACI,0.06197594393322057,19.93000030517578
59,ACIU,0.3156045042806088,2.3499999046325684
60,ACIW,0.19773008604792902,24.68000030517578
61,ACLS,0.200498839022063,129.57000732421875
62,ACLX,0.2582559236636478,27.709999084472656
63,ACM,0.09292597094963023,87.72000122070312
64,ACMR,0.4221222337601588,12.130000114440918
65,ACN,0.14110544026110616,259.760009765625
66,ACNB,0.15697581712943157,34.849998474121094
67,ACNT,0.2917890340157833,9.010000228881836
68,ACON,0.7855499965197089,0.6800000071525574
69,ACOR,0.4625382015570997,0.8126999735832214
70,ACQR,0.0067304999981403595,10.204999923706055
71,ACR,0.24038597178915116,9.029999732971191
72,ACRE,0.1828177993941576,10.239999771118164
73,ACRO,0.040678262267047745,10.118200302124023
74,ACRS,0.6635520681099338,7.659999847412109
75,ACRV,0.4533587714588737,21.34000015258789
